feature,importance
career_yards,0.20203189668766233
career_touchdowns,0.17582436989529715
weight_lbs,0.13012373472122024
draft_pick_overall,0.12733516134936704
height_inches,0.11633029858903432
college_games_played,0.0929527448343064
position_QB,0.08120442196688311
age_on_draft_day,0.03601573048844462
position_RB,0.025538796725638593
position_WR,0.010169614594381081
position_TE,0.002473230147765163
